TELEMETRY_ID,DEVICE_ID,CAR_ID,RENTAL_ID,TIMESTAMP,LATITUDE,LONGITUDE,SPEED_KMH,ACCELERATION_MS2,BRAKE_PRESSURE_BAR,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,ENGINE_TEMP_C,ODOMETER_KM,EVENT_TYPE,CREATED_AT
13100659,491,516,131,2025-10-27T02:52:58,33.8352905,-8.2931579,19.19,-0.022,2.84,79.32,14.32,100.63,12359,DRIVING,2025-10-26T21:23:22.395793
13100660,491,516,131,2025-10-27T02:53:28,33.834565,-8.2921164,15.04,-0.038,1.18,72.28,14.02,93.24,12360,DRIVING,2025-10-26T21:23:22.395793
13100661,491,516,131,2025-10-27T02:53:58,33.8339878,-8.2908009,16.46,0.013,1.25,83.06,14.13,93.73,12360,DRIVING,2025-10-26T21:23:22.395793
13100662,491,516,131,2025-10-27T02:54:28,33.8334676,-8.2896043,14.94,-0.014,1.46,73.05,14.17,98.65,12361,DRIVING,2025-10-26T21:23:22.395793
13100663,491,516,131,2025-10-27T02:54:58,33.8330981,-8.2884504,13.68,-0.012,0.72,83.29,13.66,95.06,12361,DRIVING,2025-10-26T21:23:22.395793
13100664,491,516,131,2025-10-27T02:55:28,33.8327765,-8.287057,16.0,0.021,0.54,76.18,13.91,102.67,12362,DRIVING,2025-10-26T21:23:22.395793
13100665,491,516,131,2025-10-27T02:55:58,33.8321443,-8.2853431,20.75,0.044,0.74,82.04,14.05,95.63,12363,DRIVING,2025-10-26T21:23:22.395793
13100666,491,516,131,2025-10-27T02:56:28,33.8316197,-8.2835022,21.53,0.007,2.25,69.89,13.78,90.52,12363,DRIVING,2025-10-26T21:23:22.395793
13100667,491,516,131,2025-10-27T02:56:58,33.8310934,-8.2814715,23.54,0.019,1.62,81.15,14.36,93.33,12364,DRIVING,2025-10-26T21:23:22.395793
13100668,491,516,131,2025-10-27T02:57:28,33.8310835,-8.2798533,17.91,-0.052,0.33,71.31,14.07,97.67,12364,DRIVING,2025-10-26T21:23:22.395793
13100669,491,516,131,2025-10-27T02:57:58,33.8310835,-8.2798533,0.0,-0.166,1.73,86.0,12.35,42.77,12365,IDLE,2025-10-26T21:23:22.395793
13100670,491,516,131,2025-10-27T02:58:28,33.8310835,-8.2798533,0.0,0.0,0.0,82.12,12.43,51.41,12365,IDLE,2025-10-26T21:23:22.395793
13100671,491,516,131,2025-10-27T02:58:58,33.8306641,-8.2793223,8.11,0.075,0.0,72.46,14.19,102.39,12366,DRIVING,2025-10-26T21:23:22.395793
13100672,491,516,131,2025-10-27T02:59:28,33.8304022,-8.2788125,6.63,-0.014,0.0,75.23,13.88,102.13,12366,DRIVING,2025-10-26T21:23:22.395793
13100673,491,516,131,2025-10-27T02:59:58,33.8292983,-8.275917,35.25,0.265,0.0,78.0,14.27,91.81,12367,DRIVING,2025-10-26T21:23:22.395793
13100674,491,516,131,2025-10-27T03:00:28,33.828686,-8.2710217,54.78,0.181,2.98,84.83,14.06,94.79,12367,DRIVING,2025-10-26T21:23:22.395793
13100675,491,516,131,2025-10-27T03:00:58,33.8291438,-8.2649994,66.91,0.112,0.82,84.54,14.1,105.35,12368,RAPID_ACCEL,2025-10-26T21:23:22.395793
13100676,491,516,131,2025-10-27T03:01:28,33.8281107,-8.2587673,70.32,0.032,5.47,72.31,13.98,95.04,12369,DRIVING,2025-10-26T21:23:22.395793
13100677,491,516,131,2025-10-27T03:01:58,33.8264984,-8.2530452,66.86,-0.032,3.26,78.75,14.26,100.47,12369,DRIVING,2025-10-26T21:23:22.395793
13100678,491,516,131,2025-10-27T03:02:28,33.8219106,-8.2496478,71.75,0.045,2.08,74.55,14.24,99.24,12370,DRIVING,2025-10-26T21:23:22.396792
13100679,491,516,131,2025-10-27T03:02:58,33.8169197,-8.2468995,73.11,0.013,4.74,77.72,13.61,98.64,12370,DRIVING,2025-10-26T21:23:22.396792
13100680,491,516,131,2025-10-27T03:03:28,33.8116456,-8.2445937,74.74,0.015,3.35,79.8,13.8,90.36,12371,DRIVING,2025-10-26T21:23:22.396792
13100681,491,516,131,2025-10-27T03:03:58,33.8057916,-8.2412918,86.11,0.105,4.93,78.3,14.32,90.67,12371,DRIVING,2025-10-26T21:23:22.396792
13100682,491,516,131,2025-10-27T03:04:28,33.8001762,-8.2389048,79.33,-0.063,4.69,73.2,13.74,101.09,12372,DRIVING,2025-10-26T21:23:22.396792
13100683,491,516,131,2025-10-27T03:04:58,33.7938522,-8.236101,89.77,0.097,2.72,85.1,13.95,91.67,12372,DRIVING,2025-10-26T21:23:22.396792
13100684,491,516,131,2025-10-27T03:05:28,33.7892839,-8.2324195,73.24,-0.153,4.84,75.36,14.12,98.23,12373,DRIVING,2025-10-26T21:23:22.396792
13100685,491,516,131,2025-10-27T03:05:58,33.7849718,-8.2312031,58.99,-0.132,2.4,78.15,13.76,97.9,12373,DRIVING,2025-10-26T21:23:22.396792
13100686,491,516,131,2025-10-27T03:06:28,33.7802391,-8.2314664,63.11,0.038,3.38,75.11,13.89,104.9,12374,RAPID_ACCEL,2025-10-26T21:23:22.396792
13100687,491,516,131,2025-10-27T03:06:58,33.7760767,-8.232075,55.85,-0.067,4.12,79.66,14.38,94.39,12375,DRIVING,2025-10-26T21:23:22.396792
13100688,491,516,131,2025-10-27T03:07:28,33.7725458,-8.2332343,48.75,-0.066,3.32,68.5,14.37,94.73,12375,DRIVING,2025-10-26T21:23:22.396792
13100689,491,516,131,2025-10-27T03:07:58,33.7725458,-8.2332343,0.0,-0.451,0.0,82.52,12.48,51.21,12376,IDLE,2025-10-26T21:23:22.396792
13100690,491,516,131,2025-10-27T03:08:28,33.7719797,-8.2336166,8.65,0.08,1.03,79.84,13.85,92.36,12376,DRIVING,2025-10-26T21:23:22.396792
13100691,491,516,131,2025-10-27T03:08:58,33.7715873,-8.2340009,6.74,-0.018,10.75,67.12,13.76,99.76,12377,HARSH_BRAKE,2025-10-26T21:23:22.396792
13100692,491,516,131,2025-10-27T03:09:28,33.7706026,-8.2347797,15.7,0.083,1.91,85.18,13.65,94.2,12377,DRIVING,2025-10-26T21:23:22.396792
13100693,491,516,131,2025-10-27T03:09:58,33.7692607,-8.235423,19.24,0.033,1.37,78.3,14.13,99.19,12378,DRIVING,2025-10-26T21:23:22.396792
13100694,491,516,131,2025-10-27T03:10:28,33.7678284,-8.2354541,19.08,-0.001,0.34,78.1,13.95,99.08,12378,DRIVING,2025-10-26T21:23:22.396792
13100695,491,516,131,2025-10-27T03:10:58,33.7662544,-8.2359732,21.74,0.025,1.6,75.47,13.81,102.94,12379,DRIVING,2025-10-26T21:23:22.396792
13100696,491,516,131,2025-10-27T03:11:28,33.7644885,-8.2368781,25.57,0.035,0.64,68.7,14.06,99.84,12379,DRIVING,2025-10-26T21:23:22.396792
13100697,491,516,131,2025-10-27T03:11:58,33.7627504,-8.2383464,28.29,0.025,2.17,68.58,14.38,94.76,12380,DRIVING,2025-10-26T21:23:22.396792
13100698,491,516,131,2025-10-27T03:12:28,33.7602246,-8.2414602,48.18,0.184,2.76,78.13,14.39,104.01,12381,DRIVING,2025-10-26T21:23:22.396792
13100699,491,516,131,2025-10-27T03:12:58,33.7571469,-8.2452019,58.29,0.094,2.03,83.67,14.12,104.79,12381,DRIVING,2025-10-26T21:23:22.397793
13100700,491,516,131,2025-10-27T03:13:28,33.7529724,-8.2486056,67.18,0.082,2.68,81.81,14.28,91.19,12382,DRIVING,2025-10-26T21:23:22.397793
13100701,491,516,131,2025-10-27T03:13:58,33.747859,-8.2511212,73.59,0.059,3.37,72.31,13.99,102.78,12382,DRIVING,2025-10-26T21:23:22.397793
13100702,491,516,131,2025-10-27T03:14:28,33.7433659,-8.2536924,66.28,-0.068,14.13,76.95,13.72,118.38,12383,HARSH_BRAKE,2025-10-26T21:23:22.397793
13100703,491,516,131,2025-10-27T03:14:58,33.7395364,-8.2569573,62.53,-0.035,4.48,67.25,13.99,103.01,12383,DRIVING,2025-10-26T21:23:22.397793
13100704,491,516,131,2025-10-27T03:15:28,33.7347689,-8.2594971,69.46,0.064,12.7,76.84,14.22,112.36,12384,HARSH_BRAKE,2025-10-26T21:23:22.397793
13100705,491,516,131,2025-10-27T03:15:58,33.7302653,-8.2634804,74.47,0.046,3.53,74.11,14.29,103.14,12384,DRIVING,2025-10-26T21:23:22.397793
13100706,491,516,131,2025-10-27T03:16:28,33.7245898,-8.2642311,76.05,0.015,4.44,68.21,14.04,93.69,12385,DRIVING,2025-10-26T21:23:22.397793
13100707,491,516,131,2025-10-27T03:16:58,33.7190299,-8.2650729,74.64,-0.013,4.17,74.11,13.9,94.37,12385,DRIVING,2025-10-26T21:23:22.397793
13100708,491,516,131,2025-10-27T03:17:28,33.7132165,-8.2635291,79.3,0.043,0.95,82.37,14.19,103.79,12386,DRIVING,2025-10-26T21:23:22.397793
13100709,491,516,131,2025-10-27T03:17:58,33.7071238,-8.2654305,83.85,0.042,5.43,83.45,14.09,92.7,12387,DRIVING,2025-10-26T21:23:22.397793
13100710,491,516,131,2025-10-27T03:18:28,33.7008945,-8.2663735,83.63,-0.002,5.01,77.17,14.21,98.85,12387,DRIVING,2025-10-26T21:23:22.398297
13100711,491,516,131,2025-10-27T03:18:58,33.6954763,-8.2680364,74.49,-0.085,5.25,78.77,13.66,100.67,12388,DRIVING,2025-10-26T21:23:22.398297
13100712,491,516,131,2025-10-27T03:19:28,33.6919054,-8.2743324,84.44,0.092,4.61,73.81,14.23,100.61,12388,DRIVING,2025-10-26T21:23:22.398297
13100713,491,516,131,2025-10-27T03:19:58,33.6885863,-8.2801009,77.73,-0.062,2.86,75.42,13.84,92.56,12389,DRIVING,2025-10-26T21:23:22.398297
13100714,491,516,131,2025-10-27T03:20:28,33.6885863,-8.2801009,0.0,-0.72,0.0,71.31,12.49,46.16,12389,IDLE,2025-10-26T21:23:22.398297
13100715,491,516,131,2025-10-27T03:20:58,33.6885863,-8.2801009,0.0,0.0,0.0,82.23,12.2,59.21,12390,IDLE,2025-10-26T21:23:22.398297
13100716,491,516,131,2025-10-27T03:21:28,33.6885863,-8.2801009,0.0,0.0,0.0,76.28,12.44,56.15,12390,IDLE,2025-10-26T21:23:22.398297
13100717,491,516,131,2025-10-27T03:21:58,33.6885863,-8.2801009,0.0,0.0,0.0,74.53,12.23,48.2,12391,IDLE,2025-10-26T21:23:22.398297
13100718,491,516,131,2025-10-27T03:22:28,33.6885863,-8.2801009,0.0,0.0,0.0,75.25,12.53,51.15,12391,IDLE,2025-10-26T21:23:22.398297
13100719,491,516,131,2025-10-27T03:22:58,33.6885863,-8.2801009,0.0,0.0,0.0,84.63,12.21,42.91,12392,IDLE,2025-10-26T21:23:22.398297
13100720,491,516,131,2025-10-27T03:23:28,33.6883624,-8.280318,3.83,0.035,0.35,68.16,13.68,96.25,12393,DRIVING,2025-10-26T21:23:22.398297
13100721,491,516,131,2025-10-27T03:23:58,33.6875999,-8.2807629,11.29,0.069,0.0,73.58,13.96,92.66,12393,DRIVING,2025-10-26T21:23:22.398297
13100722,491,516,131,2025-10-27T03:24:28,33.6868968,-8.2808473,9.41,-0.017,0.0,70.69,14.32,103.46,12394,DRIVING,2025-10-26T21:23:22.398297
13100723,491,516,131,2025-10-27T03:24:58,33.6863543,-8.2810695,7.63,-0.016,0.84,76.54,13.83,102.89,12394,DRIVING,2025-10-26T21:23:22.398297
13100724,491,516,131,2025-10-27T03:25:28,33.6856022,-8.2816253,11.76,0.038,0.45,73.82,14.13,100.95,12395,DRIVING,2025-10-26T21:23:22.398297
13100725,491,516,131,2025-10-27T03:25:58,33.6846075,-8.2823165,15.3,0.033,1.03,66.74,14.11,94.31,12395,DRIVING,2025-10-26T21:23:22.398297
13100726,491,516,131,2025-10-27T03:26:28,33.6846075,-8.2823165,0.0,-0.142,0.0,74.44,12.45,58.54,12396,IDLE,2025-10-26T21:23:22.398297
13100727,491,516,131,2025-10-27T03:26:58,33.6843075,-8.2826486,5.43,0.05,1.2,75.94,14.21,99.14,12396,DRIVING,2025-10-26T21:23:22.398297
13100728,491,516,131,2025-10-27T03:27:28,33.6843075,-8.2826486,0.0,-0.05,1.24,84.98,12.54,42.36,12397,IDLE,2025-10-26T21:23:22.398297
13100729,491,516,131,2025-10-27T03:27:58,33.684146,-8.2829858,4.31,0.04,0.0,74.11,13.7,90.17,12397,DRIVING,2025-10-26T21:23:22.398297
13100730,491,516,131,2025-10-27T03:28:28,33.684146,-8.2829858,0.0,-0.04,0.62,84.16,12.51,51.0,12398,IDLE,2025-10-26T21:23:22.398297
13100731,491,516,131,2025-10-27T03:28:58,33.6833956,-8.2841932,16.7,0.155,0.38,73.57,13.83,92.63,12399,DRIVING,2025-10-26T21:23:22.398297
13100732,491,516,131,2025-10-27T03:29:28,33.6826381,-8.2859244,21.68,0.046,0.0,76.27,13.66,92.04,12399,DRIVING,2025-10-26T21:23:22.398297
13100733,491,516,131,2025-10-27T03:29:58,33.6818564,-8.2872177,17.72,-0.037,10.11,78.19,14.34,108.64,12400,HARSH_BRAKE,2025-10-26T21:23:22.399303
13100734,491,516,131,2025-10-27T03:30:28,33.680805,-8.2888227,22.64,0.046,0.68,74.65,13.83,98.66,12400,DRIVING,2025-10-26T21:23:22.399303
13100735,491,516,131,2025-10-27T03:30:58,33.680805,-8.2888227,0.0,-0.21,0.33,82.36,12.35,46.78,12401,IDLE,2025-10-26T21:23:22.399303
13100736,491,516,131,2025-10-27T03:31:28,33.680694,-8.2898949,11.98,0.111,0.0,77.23,14.25,102.97,12401,DRIVING,2025-10-26T21:23:22.399303
13100737,491,516,131,2025-10-27T03:31:58,33.6804803,-8.2916708,19.89,0.073,1.66,82.82,14.33,95.57,12402,DRIVING,2025-10-26T21:23:22.399303
13100738,491,516,131,2025-10-27T03:32:28,33.6797596,-8.2930822,18.35,-0.014,1.9,82.39,14.41,101.67,12402,DRIVING,2025-10-26T21:23:22.399303
13100739,491,516,131,2025-10-27T03:32:58,33.6783026,-8.2948291,27.42,0.084,0.5,67.51,13.98,95.1,12403,DRIVING,2025-10-26T21:23:22.399303
13100740,491,516,131,2025-10-27T03:33:28,33.6761926,-8.2961263,31.57,0.038,3.22,70.17,14.02,104.73,12403,DRIVING,2025-10-26T21:23:22.399303
13100741,491,516,131,2025-10-27T03:33:58,33.6747222,-8.2974419,24.42,-0.066,1.68,76.85,13.81,91.74,12404,DRIVING,2025-10-26T21:23:22.399303
13100742,491,516,131,2025-10-27T03:34:28,33.6727189,-8.2987493,30.37,0.055,1.36,83.11,14.02,90.69,12405,DRIVING,2025-10-26T21:23:22.399303
13100743,491,516,131,2025-10-27T03:34:58,33.6727189,-8.2987493,0.0,-0.281,0.0,70.24,12.28,44.2,12405,IDLE,2025-10-26T21:23:22.399303
13100744,491,516,131,2025-10-27T03:35:28,33.6719537,-8.2991101,10.95,0.101,0.32,76.45,13.77,92.24,12406,DRIVING,2025-10-26T21:23:22.399303
13100745,491,516,131,2025-10-27T03:35:58,33.671342,-8.2988852,8.52,-0.022,0.5,73.99,14.44,94.07,12406,DRIVING,2025-10-26T21:23:22.399303
13100746,491,516,131,2025-10-27T03:36:28,33.6699035,-8.2987266,19.24,0.099,0.94,78.17,13.53,103.62,12407,RAPID_ACCEL,2025-10-26T21:23:22.399303
13100747,491,516,131,2025-10-27T03:36:58,33.6686666,-8.2985991,16.54,-0.025,1.67,76.59,14.09,98.94,12407,DRIVING,2025-10-26T21:23:22.399303
13100748,491,516,131,2025-10-27T03:37:28,33.6676898,-8.2988445,13.29,-0.03,1.74,68.29,14.03,100.06,12408,DRIVING,2025-10-26T21:23:22.399303
13100749,491,516,131,2025-10-27T03:37:58,33.6665437,-8.2993022,16.09,0.026,0.82,68.56,13.81,91.46,12408,DRIVING,2025-10-26T21:23:22.399303
13100750,491,516,131,2025-10-27T03:38:28,33.6649395,-8.3002955,24.04,0.074,0.85,81.38,13.86,93.87,12409,DRIVING,2025-10-26T21:23:22.399303
13100751,491,516,131,2025-10-27T03:38:58,33.6634126,-8.3013037,23.21,-0.008,2.81,68.57,13.53,96.8,12409,DRIVING,2025-10-26T21:23:22.399303
13100752,491,516,131,2025-10-27T03:39:28,33.6619995,-8.3015055,18.96,-0.039,1.58,67.99,14.07,95.23,12410,DRIVING,2025-10-26T21:23:22.399303
13100753,491,516,131,2025-10-27T03:39:58,33.6603008,-8.3018426,22.93,0.037,1.39,68.88,14.29,99.74,12411,DRIVING,2025-10-26T21:23:22.399303
13100754,491,516,131,2025-10-27T03:40:28,33.6588242,-8.3029394,23.12,0.002,0.0,80.05,13.98,92.39,12411,DRIVING,2025-10-26T21:23:22.400304
13100755,491,516,131,2025-10-27T03:40:58,33.6573479,-8.3039708,22.75,-0.003,0.0,72.45,14.29,96.53,12412,DRIVING,2025-10-26T21:23:22.400304
13100756,491,516,131,2025-10-27T03:41:28,33.6564822,-8.3054617,20.15,-0.024,1.32,70.89,14.34,100.68,12412,DRIVING,2025-10-26T21:23:22.400304
13100757,491,516,131,2025-10-27T03:41:58,33.6551586,-8.3066254,21.85,0.016,0.48,73.06,14.46,92.64,12413,DRIVING,2025-10-26T21:23:22.400304
13100758,491,516,131,2025-10-27T03:42:28,33.6535466,-8.307809,25.16,0.031,2.54,68.21,13.56,99.67,12413,DRIVING,2025-10-26T21:23:22.400304
13100759,491,516,131,2025-10-27T03:42:58,33.6510989,-8.3085837,33.72,0.079,1.93,66.19,13.65,90.0,12414,DRIVING,2025-10-26T21:23:22.400304
13100760,491,516,131,2025-10-27T03:43:28,33.648968,-8.3101747,33.42,-0.003,3.29,72.12,14.38,93.08,12414,DRIVING,2025-10-26T21:23:22.400304
13100761,491,516,131,2025-10-27T03:43:58,33.6465468,-8.3112161,34.25,0.008,0.45,77.84,14.48,96.52,12415,DRIVING,2025-10-26T21:23:22.400304
13100762,491,516,131,2025-10-27T03:44:28,33.6442527,-8.3126018,34.2,-0.0,2.7,72.06,14.35,102.71,12416,DRIVING,2025-10-26T21:23:22.400304
13100763,491,516,131,2025-10-27T03:44:58,33.6418582,-8.3137579,34.38,0.002,1.87,83.1,13.86,102.31,12416,DRIVING,2025-10-26T21:23:22.400304
13100764,491,516,131,2025-10-27T03:45:28,33.6405714,-8.315827,28.64,-0.053,0.46,70.27,13.88,94.77,12417,DRIVING,2025-10-26T21:23:22.400304
13100765,491,516,131,2025-10-27T03:45:58,33.6403373,-8.3183315,27.95,-0.006,1.48,81.19,14.34,98.33,12417,DRIVING,2025-10-26T21:23:22.400304
13100766,491,516,131,2025-10-27T03:46:28,33.6399458,-8.3205891,25.57,-0.022,1.36,63.94,13.57,92.01,12418,DRIVING,2025-10-26T21:23:22.400304
13100767,491,516,131,2025-10-27T03:46:58,33.6379924,-8.3229399,36.83,0.104,3.37,70.48,13.64,92.04,12418,DRIVING,2025-10-26T21:23:22.400304
13100768,491,516,131,2025-10-27T03:47:28,33.6360103,-8.3250135,35.01,-0.017,1.53,69.72,13.95,99.35,12419,DRIVING,2025-10-26T21:23:22.400304
13100769,491,516,131,2025-10-27T03:47:58,33.6334082,-8.3259739,36.26,0.012,2.28,77.34,14.08,99.07,12419,DRIVING,2025-10-26T21:23:22.400304
13100770,491,516,131,2025-10-27T03:48:28,33.6303869,-8.3257606,40.31,0.038,2.21,65.29,13.98,95.88,12420,RAPID_ACCEL,2025-10-26T21:23:22.400304
13100771,491,516,131,2025-10-27T03:48:58,33.6276945,-8.3259314,35.91,-0.041,2.31,70.5,14.48,100.97,12420,DRIVING,2025-10-26T21:23:22.400304
13100772,491,516,131,2025-10-27T03:49:28,33.625568,-8.3263974,28.79,-0.066,4.04,66.44,14.24,97.09,12421,DRIVING,2025-10-26T21:23:22.400304
13100773,491,516,131,2025-10-27T03:49:58,33.6234324,-8.3273891,30.5,0.016,0.23,71.24,13.51,98.03,12422,DRIVING,2025-10-26T21:23:22.400304
13100774,491,516,131,2025-10-27T03:50:28,33.6215876,-8.3285782,27.89,-0.024,3.17,69.22,14.3,104.41,12422,DRIVING,2025-10-26T21:23:22.400304
13100775,491,516,131,2025-10-27T03:50:58,33.6193192,-8.3297643,32.96,0.047,1.65,72.08,13.76,101.78,12423,DRIVING,2025-10-26T21:23:22.401302
13100776,491,516,131,2025-10-27T03:51:28,33.6174447,-8.3312036,29.64,-0.031,2.74,70.86,13.53,101.06,12423,DRIVING,2025-10-26T21:23:22.401302
13100777,491,516,131,2025-10-27T03:51:58,33.6154519,-8.3323473,29.42,-0.002,1.76,66.83,13.78,91.99,12424,DRIVING,2025-10-26T21:23:22.401302
13100778,491,516,131,2025-10-27T03:52:28,33.6154519,-8.3323473,0.0,-0.272,0.0,82.24,12.26,51.84,12424,IDLE,2025-10-26T21:23:22.401302
13100779,491,516,131,2025-10-27T03:52:58,33.6144209,-8.3326858,14.24,0.132,0.35,68.2,13.53,102.99,12425,RAPID_ACCEL,2025-10-26T21:23:22.401302
13100780,491,516,131,2025-10-27T03:53:28,33.6131522,-8.3334438,18.87,0.043,0.76,66.75,13.91,101.29,12425,DRIVING,2025-10-26T21:23:22.401302
13100781,491,516,131,2025-10-27T03:53:58,33.6120868,-8.3347811,20.53,0.015,2.45,71.14,13.85,101.02,12426,DRIVING,2025-10-26T21:23:22.401302
13100782,491,516,131,2025-10-27T03:54:28,33.6107642,-8.3353055,18.55,-0.018,2.15,80.63,14.25,94.52,12426,DRIVING,2025-10-26T21:23:22.401302
13100783,491,516,131,2025-10-27T03:54:58,33.6092928,-8.3363311,22.66,0.038,0.0,76.14,13.93,97.96,12427,DRIVING,2025-10-26T21:23:22.401302
13100784,491,516,131,2025-10-27T03:55:28,33.6071875,-8.3368668,28.67,0.056,2.16,69.43,13.54,100.24,12428,DRIVING,2025-10-26T21:23:22.401302
13100785,491,516,131,2025-10-27T03:55:58,33.6045644,-8.3367379,34.97,0.058,1.34,74.56,13.83,102.88,12428,DRIVING,2025-10-26T21:23:22.401302
13100786,491,516,131,2025-10-27T03:56:28,33.6019681,-8.3366968,34.58,-0.004,2.36,71.81,13.74,100.13,12429,DRIVING,2025-10-26T21:23:22.401302
13100787,491,516,131,2025-10-27T03:56:58,33.5990145,-8.3351017,43.14,0.079,3.77,63.42,13.57,95.24,12429,RAPID_ACCEL,2025-10-26T21:23:22.401302
13100788,491,516,131,2025-10-27T03:57:28,33.5968331,-8.3330775,36.72,-0.059,1.21,74.87,13.69,94.25,12430,DRIVING,2025-10-26T21:23:22.401302
13100789,491,516,131,2025-10-27T03:57:58,33.5968331,-8.3330775,0.0,-0.34,0.92,71.78,12.44,44.34,12430,IDLE,2025-10-26T21:23:22.401302
13100790,491,516,131,2025-10-27T03:58:28,33.5963813,-8.3329026,6.32,0.059,0.0,66.32,14.4,99.85,12431,DRIVING,2025-10-26T21:23:22.401302
13100791,491,516,131,2025-10-27T03:58:58,33.5956965,-8.3322909,11.37,0.047,0.93,81.81,14.16,94.42,12431,DRIVING,2025-10-26T21:23:22.401302
13100792,491,516,131,2025-10-27T03:59:28,33.5942916,-8.3307199,25.57,0.131,0.0,78.08,14.27,103.55,12432,DRIVING,2025-10-26T21:23:22.401302
13100793,491,516,131,2025-10-27T03:59:58,33.5923788,-8.3290258,31.66,0.056,1.99,78.4,14.5,95.83,12432,DRIVING,2025-10-26T21:23:22.401302
13100794,491,516,131,2025-10-27T04:00:28,33.5908111,-8.3265747,34.29,0.024,2.39,74.52,14.11,103.93,12433,DRIVING,2025-10-26T21:23:22.401302
13100795,491,516,131,2025-10-27T04:00:58,33.5903257,-8.3235314,34.38,0.001,2.04,72.44,13.61,99.21,12434,DRIVING,2025-10-26T21:23:22.401302
13100796,491,516,131,2025-10-27T04:01:28,33.5899688,-8.3210029,28.46,-0.055,2.43,82.11,13.95,93.76,12434,DRIVING,2025-10-26T21:23:22.401302
13100797,491,516,131,2025-10-27T04:01:58,33.5899892,-8.3183132,29.85,0.013,1.53,63.88,14.2,94.0,12435,DRIVING,2025-10-26T21:23:22.402302
13100798,491,516,131,2025-10-27T04:02:28,33.5905849,-8.3159456,27.44,-0.022,2.32,63.86,14.34,96.54,12435,DRIVING,2025-10-26T21:23:22.402302
13100799,491,516,131,2025-10-27T04:02:58,33.5907659,-8.3141269,20.32,-0.066,2.27,63.18,14.07,97.23,12436,DRIVING,2025-10-26T21:23:22.402302
13100800,491,516,131,2025-10-27T04:03:28,33.5911248,-8.3127154,16.37,-0.037,12.46,81.97,14.35,108.36,12436,HARSH_BRAKE,2025-10-26T21:23:22.402302
13100801,491,516,131,2025-10-27T04:03:58,33.5916676,-8.3112478,17.82,0.013,1.35,67.24,13.54,92.65,12437,DRIVING,2025-10-26T21:23:22.402302
13100802,491,516,131,2025-10-27T04:04:28,33.5924833,-8.3093839,23.36,0.051,0.57,75.72,13.99,100.33,12437,DRIVING,2025-10-26T21:23:22.402302
13100803,491,516,131,2025-10-27T04:04:58,33.5925428,-8.306874,27.86,0.042,2.37,79.26,13.99,98.89,12438,DRIVING,2025-10-26T21:23:22.402302
13100804,491,516,131,2025-10-27T04:05:28,33.5933514,-8.3029088,45.3,0.161,1.43,62.74,13.52,104.5,12438,DRIVING,2025-10-26T21:23:22.402302
13100805,491,516,131,2025-10-27T04:05:58,33.5939705,-8.2972476,63.35,0.167,4.57,82.94,14.17,102.11,12439,DRIVING,2025-10-26T21:23:22.402302
13100806,491,516,131,2025-10-27T04:06:28,33.5968885,-8.2911863,77.68,0.133,4.94,71.4,13.57,93.49,12440,DRIVING,2025-10-26T21:23:22.402302
13100807,491,516,131,2025-10-27T04:06:58,33.5999248,-8.2861291,69.17,-0.079,4.66,63.65,14.15,93.64,12440,DRIVING,2025-10-26T21:23:22.402302
13100808,491,516,131,2025-10-27T04:07:28,33.5988756,-8.2795654,74.15,0.046,4.31,76.14,14.09,103.55,12441,RAPID_ACCEL,2025-10-26T21:23:22.402302
13100809,491,516,131,2025-10-27T04:07:58,33.596976,-8.2728972,78.19,0.037,4.8,70.69,13.84,93.04,12441,DRIVING,2025-10-26T21:23:22.402302
13100810,491,516,131,2025-10-27T04:08:28,33.5923333,-8.2674786,86.25,0.075,4.54,71.39,14.29,102.55,12442,DRIVING,2025-10-26T21:23:22.402302
13100811,491,516,131,2025-10-27T04:08:58,33.5870463,-8.2631649,85.15,-0.01,4.8,81.1,14.2,96.23,12442,DRIVING,2025-10-26T21:23:22.402302
13100812,491,516,131,2025-10-27T04:09:28,33.5824582,-8.2579457,84.19,-0.009,3.76,71.19,14.13,101.87,12443,DRIVING,2025-10-26T21:23:22.402302
13100813,491,516,131,2025-10-27T04:09:58,33.5780545,-8.2539815,73.32,-0.101,5.66,73.4,13.59,92.69,12443,DRIVING,2025-10-26T21:23:22.402302
13100814,491,516,131,2025-10-27T04:10:28,33.5719511,-8.2524576,83.04,0.09,4.15,66.13,14.14,93.09,12444,DRIVING,2025-10-26T21:23:22.402302
13100815,491,516,131,2025-10-27T04:10:58,33.5665182,-8.2489722,82.06,-0.009,3.82,78.97,14.22,98.94,12444,DRIVING,2025-10-26T21:23:22.402302
13100816,491,516,131,2025-10-27T04:11:28,33.5600318,-8.2468295,89.61,0.07,4.19,76.31,13.62,93.53,12445,DRIVING,2025-10-26T21:23:22.402302
13100817,491,516,131,2025-10-27T04:11:58,33.554733,-8.2418332,89.76,0.001,4.13,63.59,13.96,97.61,12446,DRIVING,2025-10-26T21:23:22.402302
13100818,491,516,131,2025-10-27T04:12:28,33.5490593,-8.2379767,86.86,-0.027,5.17,65.46,13.97,104.53,12446,DRIVING,2025-10-26T21:23:22.403301
13100819,491,516,131,2025-10-27T04:12:58,33.5429902,-8.2338694,92.81,0.055,3.98,82.01,13.75,93.14,12447,DRIVING,2025-10-26T21:23:22.403301
